"grup_codigo"|"grup_classificacao"|"grup_descricao"|"grup_prodserv"|"grup_decimaisest"|"grup_recuo"|"grup_periodos"|"grup_codigoncm"|"grup_comissao"|"grup_dpto_codigo"|"grup_comportamento"|"grup_classfiscal"|"grup_tipoitem"|"grup_dtestmin"|"grup_ctrlestmin"|"grup_percabast"|"grup_abatimento"|"grup_extra1"|"grup_extra2"|"grup_extra3"|"grup_extra4"|"grup_extra5"|"grup_extra6"|"grup_extra7"|"grup_extra8"|"grup_extra9"|"grup_grupo_ecomm"|"grup_dthrmanutencao"|"grup_dthrintegracao"|"grup_margemecomm"
"11926"|"5040030006"|Saia|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11867"|"5010080003"|Saia P/Box|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10405"|"000014"|Sal|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12154"|"0010230005"|Sal Amoníaco|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10407"|"0000140002"|Sal Grosso|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12122"|"0000140004"|Sal Grosso Temperado|P|3|0|0|""||""|""|"2000"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10406"|"0000140001"|Sal Refinado|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12121"|"0000140003"|Sal Refinado Temperado|P|3|0|0|""||""|""|"2000"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10430"|"0010010006"|Salada De Fruta Em Calda|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11328"|"307011"|Saladeira|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11434"|"3120010022"|Saladeira|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10950"|"101020"|Salame|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10954"|"1010200004"|Salaminho|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11429"|"3120010017"|Saleiro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10590"|"0010260002"|Salgada|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10578"|"001022"|Salgadinho|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10579"|"0010220001"|Salgadinho Tradicional|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12073"|"0060010001"|Salgados Produção|P|3|0|0|""||""|""||"04"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"12042"|"0010140012"|Salgados Produção Terceiros|P|3|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"10956"|"101021"|Salsicha|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12098"|"1020040006"|Salsicha Granel|P|3|0|0|""||""|""||"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10961"|"1010210003"|Salsichão|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12030"|"3030010007"|Salva-Vidas|P|0|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"11998"|"5050040003"|Sandalia|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12045"|"1010240004"|Sanduiche|P|3|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"11785"|"4020010005"|Sanduicheira|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11633"|"3280030008"|Sanitaria|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11635"|"3280030010"|Sapato|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11985"|"5050020006"|Sapato|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10711"|"003023"|Saponáceo|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10712"|"0030230001"|Saponáceo Cremoso|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10713"|"0030230002"|Saponáceo Pó|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10845"|"005007"|Saque|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10449"|"0010050007"|Sardinha Lata|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11683"|"331"|Sazonal|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11063"|"2010050001"|Seca|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11797"|"4020010017"|Secador De Cabelo|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11819"|"4020020009"|Secadora Roupa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11657"|"329005"|Segurança|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10721"|"0040010002"|Sem Abas|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10849"|"0050080003"|Sem Alcool|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11092"|"2020010001"|Sementes|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11290"|"306004"|Serviços|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11072"|"2010070001"|Shampoo|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10807"|"004027"|Shampoo|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10846"|"005008"|Sidra|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12026"|"3290100004"|Sifão|P|0|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"11282"|"3060020005"|Silicone|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10797"|"0040240001"|Simples|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11352"|"3080020001"|Sobremesa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10546"|"001017"|Sobremesa |P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10911"|"101010"|Sobremesa fria|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12077"|"0060020001"|Sobremesas Produção|P|3|0|0|""||""|""||"04"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10651"|"0030090003"|Soda Cáustica|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11842"|"4030030005"|Software|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11853"|"5010030001"|Solteiro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11857"|"5010040001"|Solteiro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11865"|"5010080001"|Solteiro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11869"|"5010090001"|Solteiro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11850"|"5010020001"|Solteiro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10714"|"003024"|Solvente|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11831"|"403002"|Som|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12155"|"0010280001"|Sopa Instantânea|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"12053"|"1010240006"|Sopas Congeladas|P|0|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"12034"|"3360050003"|Soquetes|P|0|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"10914"|"101011"|Sorvete|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10564"|"0010170017"|Sorvete Pó|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11889"|"5040010003"|Soutien|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10761"|"0040130002"|Spray|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10778"|"0040180001"|Spray|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10963"|"1010220001"|Steak|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10978"|"101027"|Suco|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12148"|"0060010004"|Suco|P|0|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10604"|"0020020003"|Suco Concentrado|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12168"|"0020020005"|Suco Natural|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10601"|"002002"|Sucos/ Refrescos/ Chá Pronto|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10593"|"001029"|Suplemento Alimentar|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11483"|"3130010015"|Suporte|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11830"|"4030010007"|Suporte|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11096"|"2020010005"|Suporte|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10994"|"102002"|Suíno|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10882"|"1010020001"|TP|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10902"|"1010070001"|Tablete|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11439"|"3120010027"|Tabua  p / Carne|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11530"|"3210010004"|Tabua Madeira|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11533"|"3210010007"|Tabua P/ Frios|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11534"|"3210010008"|Tabua P/ Pao|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11743"|"3400010002"|Tabua Passar Roupa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11309"|"307002"|Taca|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11378"|"3090020003"|Taca Agua|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11379"|"3090020004"|Taca Aperit|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11310"|"3070020001"|Taca Bebida Fria|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11311"|"3070020002"|Taca Bebida Quente|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11377"|"3090020002"|Taca Champagne|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11312"|"3070020003"|Taca Sobremesa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11380"|"3090020005"|Taca Sobremesa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11376"|"3090020001"|Taca Vinho|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11375"|"309002"|Tacas|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11073"|"2010070002"|Talco|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10812"|"004028"|Talco|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11673"|"330010"|Talher|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11466"|"3120010052"|Tampas Div|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11733"|"338004"|Tapete|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11975"|"5050010018"|Tapete|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12189"|"0010180005"|Tapioca|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"12091"|"7"|Taxa De Entrega|P|3|0|0|""||""|""||"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"12093"|"702"|Taxa De Entrega Interior|P|3|0|0|""||""|""||"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"11839"|"4030030002"|Teclados|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11840"|"4030030003"|Tela|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11488"|"3130010020"|Tela Protetora|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11776"|"401002"|Telefone Comum|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11772"|"401"|Telefonia|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10576"|"0010200004"|Tempero pronto|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10572"|"001020"|Temperos e Condimentos|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11999"|"5050040004"|Tenis|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10851"|"005009"|Tequila|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11218"|"304"|Termicos|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11103"|"2020010012"|Terra|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11885"|"504"|Textil|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11329"|"307012"|Tigela|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11394"|"310009"|Tigela|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11424"|"3120010013"|Tigela|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11360"|"308004"|Tigela|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11579"|"325007"|Tinta Roupa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11167"|"3020080001"|Tinta/Pincel|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11739"|"339002"|Tintas|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10813"|"004029"|Tintura|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11735"|"338006"|Toalha|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10795"|"0040230003"|Toalha|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11880"|"503001"|Toalha Banho|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11882"|"503003"|Toalha Infantil|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11884"|"503005"|Toalha Lavabo|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11679"|"330016"|Toalha Mesa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11873"|"502001"|Toalha Mesa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11978"|"5050010021"|Toalha Microfibra|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11768"|"344"|Toalha Papel|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11769"|"344001"|Toalha Papel|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11883"|"503004"|Toalha Piso|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11881"|"503002"|Toalha Rosto|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12064"|"1030060001"|Tofu|P|3|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"11589"|"325017"|Torneira|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12082"|"0060030001"|Torrada|P|3|0|0|""||""|""||"04"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10538"|"0010140007"|Torrada Produção Terceiros|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11801"|"4020010021"|Torradeira|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12015"|"1020040005"|Torresmo|P|3|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"10490"|"0010080013"|Torrone|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12052"|"1010260003"|Torta|P|3|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"11966"|"5050010009"|Touca Banho|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10894"|"1010050001"|Tradicional|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10729"|"0040040003"|Tradicional|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10747"|"0040090002"|Tradicional|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10775"|"0040170001"|Tradicional|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10782"|"0040190001"|Tradicional|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10847"|"0050080001"|Tradicional|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10867"|"0050110001"|Tradicional|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11716"|"336004"|Transformador|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10740"|"0040080001"|Tratamento|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10748"|"0040090003"|Tratamento|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11330"|"307013"|Travessa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11425"|"3120010014"|Travessa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11863"|"501007"|Travesseiro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12157"|"0000080004"|Trigo Quibe|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"11877"|"502005"|Trilho Mesa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11878"|"502006"|Trilho P/Cortina|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12022"|"329010"|Tubos e Conexões|P|0|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"11824"|"4030010001"|Tv|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11062"|"2010050002"|Umida|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11634"|"3280030009"|Unha|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10906"|"1010080002"|Unitário|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11115"|"3020010002"|Universitario|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11440"|"3120010028"|Urinol|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11468"|"313001"|Utilid Alum/Esmalt e Ferro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11741"|"340001"|Utilidades Domesticas|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11740"|"340"|Utilidades Domesticas|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10458"|"0010060005"|Uva Passa|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11188"|"3030020003"|Vara|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11573"|"3250010002"|Varal|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12182"|"7010010001"|Vasilhame|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"11338"|"3070170002"|Vaso|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11093"|"2020010002"|Vaso Jardinagem|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11620"|"328001"|Vassoura|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11622"|"3280010002"|Vassoura|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10965"|"101023"|Vegetais congelados|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12017"|"3280050006"|Vegetal|P|3|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"11755"|"341"|Vela|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11756"|"341001"|Vela|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11677"|"330014"|Vela Aniversario|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11786"|"4020010006"|Ventilador|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11011"|"103003"|Verduras|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11013"|"1030030001"|Verduras|P|3||||||FV||||||||||||||||0|2023-06-14 14:36:55.000|2023-06-15 16:12:30.000|
"10828"|"0050020004"|Vermouth|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11898"|"5040010012"|Vestido|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11928"|"5040030008"|Vestido|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11110"|"301002"|Video|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11829"|"4030010006"|Video Game|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11299"|"307"|Vidro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10883"|"1010020002"|Vidro|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10408"|"000015"|Vinagre|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10411"|"0000150003"|Vinagre Balsâmico|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10412"|"0000150004"|Vinagre Branco|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12124"|"0000150006"|Vinagre Especial|P|3|0|0|""||""|""|"2004"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"12123"|"0000150005"|Vinagre Maçã|P|3|0|0|""||""|""|"2004"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"10410"|"0000150002"|Vinagre Tinto|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10409"|"0000150001"|Vinagre Álcool|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10853"|"005010"|Vinho|P|3|3|3||||||||||||||||||||0|2023-05-02 08:38:02.000|2023-06-15 16:12:30.000|
"10862"|"005011"|Vodka|P|3||5||||""||||||||||||||||0|2023-05-20 15:23:29.000|2023-06-15 16:12:30.000|
"11835"|"4030020004"|Walk Man|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10870"|"005012"|Whisky|P|3||||||FV||||||||||||||||0|2023-06-14 14:34:24.000|2023-06-15 16:12:30.000|
"10620"|"002006"|Xarope|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12176"|"0020060002"|Xarope Glucose|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"12175"|"0020060001"|Xarope Groselha|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"12177"|"0020060003"|Xarope Guaraná|P|3|0|0|""||""|""|"0"|"00"|||0|0.000||||||||||0||2022-10-04 15:28:27.000|
"11314"|"3070030001"|Xicara Cafe|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11359"|"3080030002"|Xicara Cafe|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11385"|"3100010002"|Xicara Cafe|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11315"|"3070030002"|Xicara Cha|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11358"|"3080030001"|Xicara Cha|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11384"|"3100010001"|Xicara Cha|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11313"|"307003"|Xicaras|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11357"|"308003"|Xicaras|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"11383"|"310001"|Xicaras|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12057"|"1010040005"|Zero Lactose|P|3|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"10596"|"002001"|Água|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10598"|"0020010003"|Água Coco|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10597"|"0020010001"|Água Mineral - Até 20l|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"12010"|"0020010002"|Água Mineral Acima 20l|P|3|0|0|""||""|""||"00"|||0|||||||||||0||2022-10-04 15:28:27.000|
"10599"|"0020010004"|Água Saborizada|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10627"|"0030010001"|Água Sanitária|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10626"|"003001"|Água Sanitária/ Alvejante|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10600"|"0020010005"|Água Tônica|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10629"|"003002"|Álcool|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10631"|"0030020002"|Álcool Gel|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10630"|"0030020001"|Álcool Líquido|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10805"|"0040260003"|Íntimo|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
"10788"|"0040210002"|Óleo|P|3||||||||||||||||||||||0||2022-10-04 15:28:27.000|
